
-3.95333, -2.93330, -81.75607, -0.70382,  0.23816, -1.29920,  4.90223,  6.96459, -762.15808,  6.04661, 28.61180,  0.00000
-3.99930, -2.65394, -83.03636, -0.72515,  0.25517, -1.28935,  4.76349,  6.68600, -761.97522,  6.11071, 28.59491,  0.00000
-3.76946, -2.60738, -81.75607, -0.81046,  0.23816, -1.27951,  4.99473,  6.63957, -762.15808,  6.13208, 28.61180,  0.00000
-3.81543, -2.79362, -82.48767, -0.78913,  0.27219, -1.31888,  4.71724,  6.77887, -761.24402,  6.08934, 28.64561,  0.00000
-3.81543, -2.56082, -83.03636, -0.83179,  0.25517, -1.26967,  4.99473,  6.40742, -762.52368,  6.11071, 28.66251,  0.00000
-3.63155, -2.74706, -82.48767, -0.81046,  0.32322, -1.32872,  4.76349,  6.87173, -761.79236,  6.21754, 28.69631,  0.00000
-3.86140, -2.79362, -81.75607, -0.76781,  0.34023, -1.26967,  4.71724,  6.54671, -761.97522,  6.00388, 28.61180,  0.00000
-4.13721, -2.56082, -81.39027, -0.76781,  0.27219, -1.28935,  4.90223,  6.82530, -762.34082,  6.08934, 28.64561,  0.00000
-3.76946, -2.56082, -81.75607, -0.81046,  0.25517, -1.27951,  4.90223,  6.59314, -763.07214,  6.06798, 28.66251,  0.00000
-3.90737, -2.51426, -82.12187, -0.72515,  0.25517, -1.28935,  4.90223,  6.73244, -762.15808,  6.02525, 28.64561,  0.00000
-3.90737, -2.56082, -81.02448, -0.76781,  0.23816, -1.30904,  4.90223,  6.91816, -761.79236,  6.11071, 28.61180,  0.00000
-3.86140, -2.74706, -82.85347, -0.78913,  0.23816, -1.31888,  5.04098,  6.77887, -762.52368,  6.11071, 28.62871,  0.00000
-3.90737, -2.51426, -83.21927, -0.72515,  0.25517, -1.33857,  4.80974,  6.82530, -762.70654,  6.02525, 28.71321,  0.00000
-3.95333, -2.46770, -81.75607, -0.74648,  0.34023, -1.30904,  4.80974,  6.63957, -762.34082,  6.06798, 28.66251,  0.00000
-3.95333, -2.74706, -82.48767, -0.74648,  0.28920, -1.29920,  4.99473,  6.68600, -761.06116,  6.04661, 28.66251,  0.00000
-3.95333, -2.79362, -81.75607, -0.81046,  0.27219, -1.28935,  4.80974,  6.73244, -762.34082,  6.08934, 28.62871,  0.00000
