
-3.86140, -2.84018, -82.85347, -0.76781,  0.27219, -1.32872,  4.94848,  6.82530, -762.34082,  6.15344, 28.71321,  0.00000
-3.72349, -2.65394, -82.12187, -0.83179,  0.25517, -1.29920,  4.90223,  6.68600, -762.34082,  6.11071, 28.64561,  0.00000
-3.81543, -2.46770, -82.30476, -0.78913,  0.28920, -1.25983,  5.08722,  6.82530, -762.15808,  6.08934, 28.61180,  0.00000
-3.90737, -2.42113, -82.48767, -0.83179,  0.28920, -1.31888,  4.80974,  6.68600, -762.34082,  6.13208, 28.62871,  0.00000
-4.13721, -2.56082, -82.30476, -0.76781,  0.32322, -1.25983,  4.90223,  6.77887, -762.88928,  6.08934, 28.59491,  0.00000
-3.86140, -2.51426, -82.48767, -0.74648,  0.28920, -1.23030,  5.04098,  6.45385, -762.15808,  6.15344, 28.61180,  0.00000
-3.76946, -2.46770, -81.93896, -0.78913,  0.30621, -1.31888,  4.80974,  6.73244, -762.34082,  6.04661, 28.71321,  0.00000
-3.95333, -2.51426, -81.57317, -0.85312,  0.23816, -1.32872,  4.99473,  6.73244, -762.34082,  6.02525, 28.69631,  0.00000
-3.72349, -2.65394, -82.30476, -0.81046,  0.23816, -1.28935,  4.67100,  6.82530, -763.07214,  6.11071, 28.59491,  0.00000
-3.95333, -2.74706, -81.20737, -0.81046,  0.23816, -1.25983,  4.90223,  6.91816, -762.70654,  6.23891, 28.71321,  0.00000
-3.81543, -2.60738, -82.48767, -0.68250,  0.27219, -1.27951,  4.99473,  6.77887, -762.88928,  6.21754, 28.59491,  0.00000
-3.90737, -2.56082, -82.30476, -0.81046,  0.22115, -1.27951,  5.08722,  6.63957, -762.34082,  6.11071, 28.64561,  0.00000
-3.81543, -2.65394, -82.85347, -0.78913,  0.30621, -1.27951,  4.94848,  6.63957, -761.60962,  6.17481, 28.59491,  0.00000
-3.95333, -2.56082, -82.85347, -0.74648,  0.28920, -1.24014,  4.76349,  6.68600, -763.07214,  6.08934, 28.62871,  0.00000
-3.99930, -2.51426, -81.57317, -0.66117,  0.32322, -1.26967,  4.90223,  7.05745, -761.42676,  6.11071, 28.66251,  0.00000
-3.81543, -2.56082, -82.48767, -0.87445,  0.30621, -1.28935,  4.90223,  6.73244, -761.97522,  6.08934, 28.64561,  0.00000
-3.76946, -2.74706, -82.30476, -0.74648,  0.32322, -1.27951,  4.94848,  6.82530, -762.34082,  6.19617, 28.61180,  0.00000
-3.63155, -2.79362, -82.30476, -0.72515,  0.23816, -1.26967,  4.94848,  6.87173, -762.15808,  6.15344, 28.64561,  0.00000
-3.67752, -2.65394, -82.67056, -0.89577,  0.27219, -1.30904,  4.85599,  6.63957, -762.52368,  6.17481, 28.57801,  0.00000
-3.99930, -2.42113, -82.48767, -0.76781,  0.23816, -1.28935,  4.90223,  6.68600, -761.97522,  6.13208, 28.66251,  0.00000
-3.86140, -2.74706, -82.12187, -0.76781,  0.30621, -1.25983,  4.85599,  6.68600, -761.79236,  6.15344, 28.57801,  0.00000
-3.67752, -2.56082, -82.30476, -0.76781,  0.25517, -1.26967,  4.90223,  6.96459, -762.88928,  6.02525, 28.67941,  0.00000
-3.90737, -2.65394, -83.21927, -0.68250,  0.23816, -1.26967,  4.94848,  6.77887, -762.34082,  6.04661, 28.67941,  0.00000
-3.90737, -2.60738, -82.67056, -0.70382,  0.22115, -1.27951,  4.90223,  6.54671, -762.15808,  6.17481, 28.66251,  0.00000
-3.90737, -2.65394, -82.30476, -0.76781,  0.20414, -1.30904,  4.94848,  6.82530, -763.07214,  6.21754, 28.66251,  0.00000
-3.90737, -2.60738, -82.30476, -0.81046,  0.28920, -1.25983,  4.99473,  6.68600, -762.15808,  6.11071, 28.57801,  0.00000
-3.67752, -2.60738, -82.12187, -0.66117,  0.22115, -1.30904,  4.99473,  6.77887, -762.70654,  6.13208, 28.67941,  0.00000
-4.13721, -2.46770, -82.30476, -0.68250,  0.25517, -1.26967,  4.71724,  6.73244, -763.43774,  6.11071, 28.66251,  0.00000
-3.72349, -2.60738, -81.93896, -0.70382,  0.23816, -1.29920,  4.85599,  6.54671, -762.15808,  6.15344, 28.61180,  0.00000
-3.81543, -2.37457, -82.67056, -0.78913,  0.28920, -1.23030,  4.80974,  6.87173, -762.88928,  6.11071, 28.67941,  0.00000
-3.86140, -2.70050, -81.57317, -0.68250,  0.25517, -1.27951,  4.99473,  6.87173, -762.52368,  6.08934, 28.66251,  0.00000
-3.81543, -2.60738, -82.67056, -0.74648,  0.20414, -1.28935,  4.76349,  6.87173, -762.70654,  6.13208, 28.66251,  0.00000
-3.95333, -2.51426, -82.12187, -0.74648,  0.23816, -1.29920,  4.76349,  6.82530, -762.15808,  6.17481, 28.59491,  0.00000
-3.76946, -2.74706, -82.48767, -0.78913,  0.28920, -1.26967,  4.76349,  6.63957, -761.97522,  6.15344, 28.69631,  0.00000
-3.86140, -2.51426, -82.67056, -0.85312,  0.32322, -1.26967,  4.71724,  6.91816, -762.34082,  6.04661, 28.64561,  0.00000
-3.90737, -2.79362, -82.30476, -0.85312,  0.25517, -1.32872,  4.85599,  6.77887, -762.15808,  6.04661, 28.61180,  0.00000
-3.72349, -2.65394, -82.67056, -0.76781,  0.27219, -1.25983,  4.80974,  6.73244, -761.97522,  6.15344, 28.62871,  0.00000
-3.95333, -2.65394, -82.30476, -0.78913,  0.22115, -1.24998,  4.90223,  6.59314, -762.88928,  6.06798, 28.62871,  0.00000
-3.90737, -2.56082, -82.48767, -0.81046,  0.27219, -1.31888,  4.90223,  6.77887, -761.97522,  6.13208, 28.67941,  0.00000
-4.04527, -2.60738, -81.93896, -0.76781,  0.30621, -1.24014,  5.04098,  6.73244, -762.34082,  6.04661, 28.56111,  0.00000
-3.90737, -2.70050, -81.93896, -0.78913,  0.27219, -1.28935,  4.90223,  6.73244, -761.79236,  6.08934, 28.62871,  0.00000
-3.95333, -2.70050, -82.67056, -0.81046,  0.32322, -1.30904,  4.67100,  6.73244, -762.15808,  6.21754, 28.62871,  0.00000
