,Unnamed: 0,epoch (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
79706,86592,1581446949838,2020-02-11T13.49.09.838,8498.530999999999,0.276,-0.142,0.929
79707,86593,1581446949841,2020-02-11T13.49.09.841,8498.534,0.274,-0.135,0.925
79708,86594,1581446949844,2020-02-11T13.49.09.844,8498.537,0.268,-0.131,0.929
79709,86595,1581446949845,2020-02-11T13.49.09.845,8498.538,0.278,-0.134,0.939
79710,86596,1581446949848,2020-02-11T13.49.09.848,8498.541,0.278,-0.13699999999999998,0.939
79711,86597,1581446949851,2020-02-11T13.49.09.851,8498.544,0.271,-0.132,0.931
79712,86598,1581446949852,2020-02-11T13.49.09.852,8498.545,0.271,-0.132,0.928
79713,86599,1581446949855,2020-02-11T13.49.09.855,8498.548,0.275,-0.13699999999999998,0.934
79714,86600,1581446949858,2020-02-11T13.49.09.858,8498.551,0.276,-0.135,0.938
79715,86601,1581446949861,2020-02-11T13.49.09.861,8498.554,0.274,-0.135,0.935
79716,86602,1581446949863,2020-02-11T13.49.09.863,8498.556,0.28,-0.134,0.936
79717,86603,1581446949866,2020-02-11T13.49.09.866,8498.559000000001,0.28300000000000003,-0.138,0.934
79718,86604,1581446949869,2020-02-11T13.49.09.869,8498.562,0.274,-0.141,0.932
79719,86605,1581446949871,2020-02-11T13.49.09.871,8498.564,0.272,-0.14,0.936
79720,86606,1581446949873,2020-02-11T13.49.09.873,8498.565999999999,0.275,-0.139,0.939
79721,86607,1581446949876,2020-02-11T13.49.09.876,8498.569,0.274,-0.134,0.937
79722,86608,1581446949879,2020-02-11T13.49.09.879,8498.572,0.277,-0.131,0.941
79723,86609,1581446949880,2020-02-11T13.49.09.880,8498.573,0.28600000000000003,-0.134,0.936
79724,86610,1581446949883,2020-02-11T13.49.09.883,8498.576,0.278,-0.13699999999999998,0.932
79725,86611,1581446949886,2020-02-11T13.49.09.886,8498.579,0.279,-0.13699999999999998,0.933
79726,86612,1581446949889,2020-02-11T13.49.09.889,8498.582,0.279,-0.14,0.931
79727,86613,1581446949891,2020-02-11T13.49.09.891,8498.584,0.289,-0.14300000000000002,0.936
79728,86614,1581446949893,2020-02-11T13.49.09.893,8498.586,0.28800000000000003,-0.14,0.936
79729,86615,1581446949896,2020-02-11T13.49.09.896,8498.589,0.28300000000000003,-0.141,0.937
79730,86616,1581446949898,2020-02-11T13.49.09.898,8498.591,0.282,-0.145,0.928
79731,86617,1581446949901,2020-02-11T13.49.09.901,8498.594000000001,0.282,-0.146,0.936
79732,86618,1581446949904,2020-02-11T13.49.09.904,8498.597,0.282,-0.14,0.93
79733,86619,1581446949907,2020-02-11T13.49.09.907,8498.6,0.28300000000000003,-0.14,0.932
79734,86620,1581446949908,2020-02-11T13.49.09.908,8498.601,0.285,-0.139,0.934
79735,86621,1581446949911,2020-02-11T13.49.09.911,8498.604,0.289,-0.14,0.931
79736,86622,1581446949914,2020-02-11T13.49.09.914,8498.607,0.279,-0.141,0.93
79737,86623,1581446949915,2020-02-11T13.49.09.915,8498.608,0.279,-0.14,0.931
79738,86624,1581446949918,2020-02-11T13.49.09.918,8498.610999999999,0.285,-0.146,0.937
79739,86625,1581446949921,2020-02-11T13.49.09.921,8498.614,0.279,-0.14800000000000002,0.933
79740,86626,1581446949924,2020-02-11T13.49.09.924,8498.617,0.277,-0.14300000000000002,0.926
79741,86627,1581446949926,2020-02-11T13.49.09.926,8498.619,0.281,-0.139,0.931
79742,86628,1581446949929,2020-02-11T13.49.09.929,8498.622,0.284,-0.141,0.928
79743,86629,1581446949932,2020-02-11T13.49.09.932,8498.625,0.281,-0.13699999999999998,0.934
79744,86630,1581446949934,2020-02-11T13.49.09.934,8498.627,0.284,-0.133,0.938
79745,86631,1581446949936,2020-02-11T13.49.09.936,8498.629,0.287,-0.132,0.936
79746,86632,1581446949939,2020-02-11T13.49.09.939,8498.632,0.292,-0.13,0.937
79747,86633,1581446949942,2020-02-11T13.49.09.942,8498.635,0.292,-0.123,0.94
79748,86634,1581446949943,2020-02-11T13.49.09.943,8498.636,0.3,-0.13,0.942
79749,86635,1581446949946,2020-02-11T13.49.09.946,8498.639000000001,0.298,-0.141,0.932
79750,86636,1581446949949,2020-02-11T13.49.09.949,8498.642,0.293,-0.145,0.927
79751,86637,1581446949952,2020-02-11T13.49.09.952,8498.645,0.298,-0.136,0.932
79752,86638,1581446949954,2020-02-11T13.49.09.954,8498.646999999999,0.298,-0.138,0.937
79753,86639,1581446949956,2020-02-11T13.49.09.956,8498.649,0.3,-0.136,0.952
79754,86640,1581446949959,2020-02-11T13.49.09.959,8498.652,0.308,-0.13,0.957
79755,86641,1581446949962,2020-02-11T13.49.09.962,8498.655,0.29600000000000004,-0.125,0.944
79756,86642,1581446949964,2020-02-11T13.49.09.964,8498.657,0.284,-0.129,0.935
79757,86643,1581446949967,2020-02-11T13.49.09.967,8498.66,0.28600000000000003,-0.132,0.936
79758,86644,1581446949970,2020-02-11T13.49.09.970,8498.663,0.28600000000000003,-0.13699999999999998,0.928
79759,86645,1581446949971,2020-02-11T13.49.09.971,8498.664,0.28,-0.136,0.938
79760,86646,1581446949974,2020-02-11T13.49.09.974,8498.667,0.277,-0.133,0.936
79761,86647,1581446949977,2020-02-11T13.49.09.977,8498.67,0.28800000000000003,-0.138,0.941
79762,86648,1581446949980,2020-02-11T13.49.09.980,8498.673,0.29600000000000004,-0.135,0.947
79763,86649,1581446949981,2020-02-11T13.49.09.981,8498.674,0.302,-0.128,0.949
79764,86650,1581446949984,2020-02-11T13.49.09.984,8498.677,0.307,-0.125,0.944
79765,86651,1581446949987,2020-02-11T13.49.09.987,8498.68,0.3,-0.127,0.941
79766,86652,1581446949989,2020-02-11T13.49.09.989,8498.681999999999,0.29600000000000004,-0.131,0.939
79767,86653,1581446949992,2020-02-11T13.49.09.992,8498.685,0.29100000000000004,-0.139,0.936
79768,86654,1581446949995,2020-02-11T13.49.09.995,8498.688,0.28600000000000003,-0.138,0.933
79769,86655,1581446949997,2020-02-11T13.49.09.997,8498.69,0.28,-0.125,0.934
79770,86656,1581446949999,2020-02-11T13.49.09.999,8498.692,0.279,-0.138,0.932
79771,86657,1581446950002,2020-02-11T13.49.10.002,8498.695,0.28300000000000003,-0.141,0.932
79772,86658,1581446950005,2020-02-11T13.49.10.005,8498.698,0.278,-0.141,0.936
79773,86659,1581446950006,2020-02-11T13.49.10.006,8498.699,0.278,-0.139,0.937
79774,86660,1581446950009,2020-02-11T13.49.10.009,8498.702,0.282,-0.14,0.93
79775,86661,1581446950012,2020-02-11T13.49.10.012,8498.705,0.28600000000000003,-0.135,0.938
79776,86662,1581446950015,2020-02-11T13.49.10.015,8498.708,0.29,-0.14,0.94
79777,86663,1581446950017,2020-02-11T13.49.10.017,8498.71,0.289,-0.138,0.931
79778,86664,1581446950019,2020-02-11T13.49.10.019,8498.712,0.287,-0.136,0.933
79779,86665,1581446950022,2020-02-11T13.49.10.022,8498.715,0.292,-0.132,0.93
79780,86666,1581446950024,2020-02-11T13.49.10.024,8498.716999999999,0.294,-0.131,0.942
79781,86667,1581446950027,2020-02-11T13.49.10.027,8498.72,0.301,-0.139,0.94
79782,86668,1581446950030,2020-02-11T13.49.10.030,8498.723,0.292,-0.13699999999999998,0.933
79783,86669,1581446950033,2020-02-11T13.49.10.033,8498.726,0.289,-0.133,0.936
79784,86670,1581446950034,2020-02-11T13.49.10.034,8498.726999999999,0.287,-0.147,0.931
79785,86671,1581446950037,2020-02-11T13.49.10.037,8498.73,0.28800000000000003,-0.146,0.939
79786,86672,1581446950040,2020-02-11T13.49.10.040,8498.733,0.29,-0.139,0.955
79787,86673,1581446950043,2020-02-11T13.49.10.043,8498.735999999999,0.298,-0.13,0.964
79788,86674,1581446950044,2020-02-11T13.49.10.044,8498.737,0.312,-0.124,0.965
79789,86675,1581446950047,2020-02-11T13.49.10.047,8498.74,0.31,-0.125,0.971
79790,86676,1581446950050,2020-02-11T13.49.10.050,8498.743,0.306,-0.118,0.96
79791,86677,1581446950052,2020-02-11T13.49.10.052,8498.745,0.298,-0.107,0.946
79792,86678,1581446950055,2020-02-11T13.49.10.055,8498.748,0.292,-0.121,0.941
79793,86679,1581446950058,2020-02-11T13.49.10.058,8498.751,0.297,-0.142,0.947
79794,86680,1581446950060,2020-02-11T13.49.10.060,8498.753,0.297,-0.139,0.955
79795,86681,1581446950062,2020-02-11T13.49.10.062,8498.755,0.29600000000000004,-0.138,0.943
79796,86682,1581446950065,2020-02-11T13.49.10.065,8498.758,0.28800000000000003,-0.14800000000000002,0.931
79797,86683,1581446950068,2020-02-11T13.49.10.068,8498.761,0.281,-0.157,0.93
79798,86684,1581446950071,2020-02-11T13.49.10.071,8498.764000000001,0.281,-0.152,0.93
79799,86685,1581446950072,2020-02-11T13.49.10.072,8498.765,0.28,-0.146,0.93
79800,86686,1581446950075,2020-02-11T13.49.10.075,8498.768,0.275,-0.15,0.928
79801,86687,1581446950078,2020-02-11T13.49.10.078,8498.771,0.277,-0.147,0.932
79802,86688,1581446950080,2020-02-11T13.49.10.080,8498.773000000001,0.276,-0.145,0.926
79803,86689,1581446950082,2020-02-11T13.49.10.082,8498.775,0.28,-0.145,0.923
79804,86690,1581446950085,2020-02-11T13.49.10.085,8498.778,0.28300000000000003,-0.154,0.926
79805,86691,1581446950088,2020-02-11T13.49.10.088,8498.780999999999,0.285,-0.153,0.939
79806,86692,1581446950090,2020-02-11T13.49.10.090,8498.783000000001,0.293,-0.153,0.94
79807,86693,1581446950093,2020-02-11T13.49.10.093,8498.786,0.285,-0.15,0.93
