,Unnamed: 0,epoch (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
31233,38119,1581446827632,2020-02-11T13.47.07.632,8376.325,0.3,-0.209,0.928
31234,38120,1581446827635,2020-02-11T13.47.07.635,8376.328000000001,0.304,-0.207,0.935
31235,38121,1581446827638,2020-02-11T13.47.07.638,8376.331,0.309,-0.213,0.934
31236,38122,1581446827639,2020-02-11T13.47.07.639,8376.332,0.302,-0.21600000000000005,0.93
31237,38123,1581446827642,2020-02-11T13.47.07.642,8376.335,0.292,-0.212,0.917
31238,38124,1581446827645,2020-02-11T13.47.07.645,8376.338,0.284,-0.21600000000000005,0.907
31239,38125,1581446827646,2020-02-11T13.47.07.646,8376.339,0.285,-0.22,0.904
31240,38126,1581446827649,2020-02-11T13.47.07.649,8376.341999999999,0.28800000000000003,-0.222,0.906
31241,38127,1581446827652,2020-02-11T13.47.07.652,8376.345,0.294,-0.226,0.918
31242,38128,1581446827655,2020-02-11T13.47.07.655,8376.348,0.295,-0.22,0.919
31243,38129,1581446827657,2020-02-11T13.47.07.657,8376.35,0.299,-0.213,0.922
31244,38130,1581446827660,2020-02-11T13.47.07.660,8376.353000000001,0.302,-0.215,0.917
31245,38131,1581446827663,2020-02-11T13.47.07.663,8376.356,0.301,-0.223,0.91
31246,38132,1581446827664,2020-02-11T13.47.07.664,8376.357,0.302,-0.227,0.91
31247,38133,1581446827667,2020-02-11T13.47.07.667,8376.36,0.294,-0.229,0.906
31248,38134,1581446827670,2020-02-11T13.47.07.670,8376.363000000001,0.293,-0.236,0.904
31249,38135,1581446827673,2020-02-11T13.47.07.673,8376.366,0.29100000000000004,-0.239,0.901
31250,38136,1581446827674,2020-02-11T13.47.07.674,8376.367,0.28300000000000003,-0.238,0.902
31251,38137,1581446827677,2020-02-11T13.47.07.677,8376.37,0.275,-0.247,0.897
31252,38138,1581446827680,2020-02-11T13.47.07.680,8376.373,0.267,-0.246,0.893
31253,38139,1581446827683,2020-02-11T13.47.07.683,8376.376,0.27,-0.241,0.894
31254,38140,1581446827684,2020-02-11T13.47.07.684,8376.377,0.276,-0.239,0.899
31255,38141,1581446827687,2020-02-11T13.47.07.687,8376.38,0.281,-0.236,0.903
31256,38142,1581446827690,2020-02-11T13.47.07.690,8376.383,0.274,-0.23,0.908
31257,38143,1581446827692,2020-02-11T13.47.07.692,8376.385,0.279,-0.23,0.909
31258,38144,1581446827695,2020-02-11T13.47.07.695,8376.388,0.282,-0.237,0.907
31259,38145,1581446827698,2020-02-11T13.47.07.698,8376.391,0.28600000000000003,-0.241,0.898
31260,38146,1581446827701,2020-02-11T13.47.07.701,8376.394,0.28600000000000003,-0.237,0.9
31261,38147,1581446827702,2020-02-11T13.47.07.702,8376.395,0.289,-0.236,0.902
31262,38148,1581446827705,2020-02-11T13.47.07.705,8376.398000000001,0.293,-0.238,0.904
31263,38149,1581446827708,2020-02-11T13.47.07.708,8376.401,0.3,-0.243,0.91
31264,38150,1581446827709,2020-02-11T13.47.07.709,8376.402,0.299,-0.239,0.907
31265,38151,1581446827712,2020-02-11T13.47.07.712,8376.405,0.304,-0.233,0.898
31266,38152,1581446827715,2020-02-11T13.47.07.715,8376.408000000001,0.3,-0.233,0.905
31267,38153,1581446827718,2020-02-11T13.47.07.718,8376.411,0.304,-0.239,0.906
31268,38154,1581446827720,2020-02-11T13.47.07.720,8376.413,0.308,-0.232,0.914
31269,38155,1581446827723,2020-02-11T13.47.07.723,8376.416,0.309,-0.229,0.922
31270,38156,1581446827726,2020-02-11T13.47.07.726,8376.419,0.307,-0.232,0.919
31271,38157,1581446827727,2020-02-11T13.47.07.727,8376.42,0.306,-0.231,0.911
31272,38158,1581446827730,2020-02-11T13.47.07.730,8376.423,0.301,-0.231,0.906
31273,38159,1581446827733,2020-02-11T13.47.07.733,8376.426,0.292,-0.23,0.904
31274,38160,1581446827736,2020-02-11T13.47.07.736,8376.429,0.29,-0.234,0.899
31275,38161,1581446827737,2020-02-11T13.47.07.737,8376.43,0.285,-0.232,0.901
31276,38162,1581446827740,2020-02-11T13.47.07.740,8376.433,0.28600000000000003,-0.224,0.905
31277,38163,1581446827743,2020-02-11T13.47.07.743,8376.436,0.289,-0.21600000000000005,0.908
31278,38164,1581446827746,2020-02-11T13.47.07.746,8376.439,0.289,-0.21600000000000005,0.92
31279,38165,1581446827747,2020-02-11T13.47.07.747,8376.44,0.29,-0.213,0.915
31280,38166,1581446827750,2020-02-11T13.47.07.750,8376.443000000001,0.295,-0.214,0.918
31281,38167,1581446827753,2020-02-11T13.47.07.753,8376.446,0.298,-0.21600000000000005,0.924
31282,38168,1581446827755,2020-02-11T13.47.07.755,8376.448,0.301,-0.214,0.924
31283,38169,1581446827758,2020-02-11T13.47.07.758,8376.451,0.299,-0.212,0.912
31284,38170,1581446827761,2020-02-11T13.47.07.761,8376.454,0.298,-0.208,0.915
31285,38171,1581446827764,2020-02-11T13.47.07.764,8376.457,0.299,-0.203,0.914
31286,38172,1581446827765,2020-02-11T13.47.07.765,8376.458,0.299,-0.21,0.911
31287,38173,1581446827768,2020-02-11T13.47.07.768,8376.461,0.297,-0.208,0.914
31288,38174,1581446827771,2020-02-11T13.47.07.771,8376.464,0.301,-0.205,0.913
31289,38175,1581446827774,2020-02-11T13.47.07.774,8376.466999999999,0.3,-0.2,0.915
31290,38176,1581446827775,2020-02-11T13.47.07.775,8376.468,0.299,-0.201,0.915
31291,38177,1581446827778,2020-02-11T13.47.07.778,8376.471,0.306,-0.205,0.917
31292,38178,1581446827781,2020-02-11T13.47.07.781,8376.474,0.302,-0.205,0.913
31293,38179,1581446827783,2020-02-11T13.47.07.783,8376.476,0.302,-0.207,0.916
31294,38180,1581446827786,2020-02-11T13.47.07.786,8376.479,0.3,-0.213,0.92
31295,38181,1581446827788,2020-02-11T13.47.07.788,8376.481,0.297,-0.213,0.909
31296,38182,1581446827791,2020-02-11T13.47.07.791,8376.484,0.293,-0.211,0.907
31297,38183,1581446827793,2020-02-11T13.47.07.793,8376.485999999999,0.285,-0.218,0.911
31298,38184,1581446827796,2020-02-11T13.47.07.796,8376.489,0.29100000000000004,-0.217,0.909
31299,38185,1581446827799,2020-02-11T13.47.07.799,8376.492,0.28600000000000003,-0.201,0.918
31300,38186,1581446827800,2020-02-11T13.47.07.800,8376.493,0.289,-0.194,0.916
31301,38187,1581446827803,2020-02-11T13.47.07.803,8376.496,0.281,-0.19,0.91
31302,38188,1581446827806,2020-02-11T13.47.07.806,8376.499,0.256,-0.19,0.902
31303,38189,1581446827809,2020-02-11T13.47.07.809,8376.502,0.258,-0.191,0.887
31304,38190,1581446827810,2020-02-11T13.47.07.810,8376.503,0.25,-0.173,0.916
31305,38191,1581446827813,2020-02-11T13.47.07.813,8376.506,0.255,-0.162,0.926
31306,38192,1581446827816,2020-02-11T13.47.07.816,8376.509,0.292,-0.16,0.949
31307,38193,1581446827818,2020-02-11T13.47.07.818,8376.511,0.306,-0.16,0.952
31308,38194,1581446827821,2020-02-11T13.47.07.821,8376.514000000001,0.298,-0.163,0.938
31309,38195,1581446827824,2020-02-11T13.47.07.824,8376.517,0.294,-0.171,0.918
31310,38196,1581446827827,2020-02-11T13.47.07.827,8376.52,0.28800000000000003,-0.191,0.907
31311,38197,1581446827828,2020-02-11T13.47.07.828,8376.521,0.299,-0.209,0.902
31312,38198,1581446827831,2020-02-11T13.47.07.831,8376.524,0.292,-0.211,0.925
31313,38199,1581446827834,2020-02-11T13.47.07.834,8376.527,0.306,-0.194,0.917
31314,38200,1581446827837,2020-02-11T13.47.07.837,8376.53,0.29100000000000004,-0.18,0.932
31315,38201,1581446827838,2020-02-11T13.47.07.838,8376.530999999999,0.294,-0.183,0.922
31316,38202,1581446827841,2020-02-11T13.47.07.841,8376.534,0.28600000000000003,-0.183,0.937
31317,38203,1581446827844,2020-02-11T13.47.07.844,8376.537,0.289,-0.171,0.929
31318,38204,1581446827846,2020-02-11T13.47.07.846,8376.539,0.267,-0.177,0.935
31319,38205,1581446827849,2020-02-11T13.47.07.849,8376.542,0.284,-0.193,0.912
31320,38206,1581446827851,2020-02-11T13.47.07.851,8376.544,0.27,-0.19,0.938
31321,38207,1581446827854,2020-02-11T13.47.07.854,8376.546999999999,0.29,-0.19,0.921
31322,38208,1581446827856,2020-02-11T13.47.07.856,8376.549,0.278,-0.192,0.943
31323,38209,1581446827859,2020-02-11T13.47.07.859,8376.552,0.303,-0.198,0.93
31324,38210,1581446827862,2020-02-11T13.47.07.862,8376.555,0.29,-0.202,0.946
