,Unnamed: 0,epoch (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
65807,72693,1581446914797,2020-02-11T13.48.34.797,8463.49,0.315,-0.16699999999999998,0.927
65808,72694,1581446914800,2020-02-11T13.48.34.800,8463.493,0.315,-0.172,0.922
65809,72695,1581446914802,2020-02-11T13.48.34.802,8463.495,0.31,-0.171,0.921
65810,72696,1581446914805,2020-02-11T13.48.34.805,8463.498,0.31,-0.174,0.916
65811,72697,1581446914808,2020-02-11T13.48.34.808,8463.501,0.316,-0.17,0.927
65812,72698,1581446914810,2020-02-11T13.48.34.810,8463.503,0.315,-0.173,0.93
65813,72699,1581446914812,2020-02-11T13.48.34.812,8463.505,0.312,-0.172,0.924
65814,72700,1581446914815,2020-02-11T13.48.34.815,8463.508,0.31,-0.16699999999999998,0.919
65815,72701,1581446914818,2020-02-11T13.48.34.818,8463.511,0.316,-0.16699999999999998,0.925
65816,72702,1581446914819,2020-02-11T13.48.34.819,8463.511999999999,0.313,-0.17,0.921
65817,72703,1581446914822,2020-02-11T13.48.34.822,8463.515,0.316,-0.17800000000000002,0.92
65818,72704,1581446914825,2020-02-11T13.48.34.825,8463.518,0.312,-0.177,0.915
65819,72705,1581446914828,2020-02-11T13.48.34.828,8463.521,0.312,-0.173,0.917
65820,72706,1581446914830,2020-02-11T13.48.34.830,8463.523000000001,0.315,-0.17800000000000002,0.922
65821,72707,1581446914832,2020-02-11T13.48.34.832,8463.525,0.316,-0.175,0.928
65822,72708,1581446914835,2020-02-11T13.48.34.835,8463.528,0.311,-0.172,0.924
65823,72709,1581446914837,2020-02-11T13.48.34.837,8463.53,0.306,-0.16899999999999998,0.92
65824,72710,1581446914840,2020-02-11T13.48.34.840,8463.533000000001,0.307,-0.16899999999999998,0.921
65825,72711,1581446914843,2020-02-11T13.48.34.843,8463.536,0.312,-0.171,0.925
65826,72712,1581446914846,2020-02-11T13.48.34.846,8463.539,0.309,-0.17,0.92
65827,72713,1581446914847,2020-02-11T13.48.34.847,8463.54,0.302,-0.17,0.916
65828,72714,1581446914850,2020-02-11T13.48.34.850,8463.543,0.3,-0.175,0.915
65829,72715,1581446914853,2020-02-11T13.48.34.853,8463.546,0.293,-0.177,0.908
65830,72716,1581446914856,2020-02-11T13.48.34.856,8463.549,0.29100000000000004,-0.177,0.913
65831,72717,1581446914857,2020-02-11T13.48.34.857,8463.55,0.297,-0.183,0.927
65832,72718,1581446914860,2020-02-11T13.48.34.860,8463.553,0.303,-0.181,0.922
65833,72719,1581446914863,2020-02-11T13.48.34.863,8463.556,0.302,-0.177,0.921
65834,72720,1581446914865,2020-02-11T13.48.34.865,8463.558,0.307,-0.165,0.92
65835,72721,1581446914868,2020-02-11T13.48.34.868,8463.561,0.309,-0.16399999999999998,0.927
65836,72722,1581446914871,2020-02-11T13.48.34.871,8463.564,0.312,-0.168,0.921
65837,72723,1581446914873,2020-02-11T13.48.34.873,8463.565999999999,0.311,-0.16699999999999998,0.915
65838,72724,1581446914875,2020-02-11T13.48.34.875,8463.568000000001,0.307,-0.161,0.925
65839,72725,1581446914878,2020-02-11T13.48.34.878,8463.571,0.308,-0.161,0.929
65840,72726,1581446914881,2020-02-11T13.48.34.881,8463.574,0.302,-0.174,0.924
65841,72727,1581446914882,2020-02-11T13.48.34.882,8463.575,0.311,-0.17,0.926
65842,72728,1581446914885,2020-02-11T13.48.34.885,8463.578000000001,0.312,-0.16399999999999998,0.921
65843,72729,1581446914888,2020-02-11T13.48.34.888,8463.581,0.308,-0.171,0.921
65844,72730,1581446914891,2020-02-11T13.48.34.891,8463.584,0.313,-0.173,0.917
65845,72731,1581446914892,2020-02-11T13.48.34.892,8463.585,0.314,-0.172,0.923
65846,72732,1581446914895,2020-02-11T13.48.34.895,8463.588,0.312,-0.16699999999999998,0.923
65847,72733,1581446914898,2020-02-11T13.48.34.898,8463.591,0.309,-0.171,0.925
65848,72734,1581446914900,2020-02-11T13.48.34.900,8463.593,0.311,-0.177,0.921
65849,72735,1581446914903,2020-02-11T13.48.34.903,8463.596,0.309,-0.168,0.918
65850,72736,1581446914906,2020-02-11T13.48.34.906,8463.599,0.306,-0.16399999999999998,0.92
65851,72737,1581446914909,2020-02-11T13.48.34.909,8463.601999999999,0.308,-0.16699999999999998,0.927
65852,72738,1581446914910,2020-02-11T13.48.34.910,8463.603000000001,0.312,-0.172,0.922
65853,72739,1581446914913,2020-02-11T13.48.34.913,8463.606,0.306,-0.17,0.921
65854,72740,1581446914916,2020-02-11T13.48.34.916,8463.609,0.306,-0.16699999999999998,0.916
65855,72741,1581446914919,2020-02-11T13.48.34.919,8463.612,0.307,-0.171,0.918
65856,72742,1581446914920,2020-02-11T13.48.34.920,8463.613000000001,0.308,-0.174,0.925
65857,72743,1581446914923,2020-02-11T13.48.34.923,8463.616,0.31,-0.17600000000000002,0.921
65858,72744,1581446914926,2020-02-11T13.48.34.926,8463.619,0.311,-0.173,0.918
65859,72745,1581446914928,2020-02-11T13.48.34.928,8463.621,0.314,-0.171,0.921
65860,72746,1581446914931,2020-02-11T13.48.34.931,8463.624,0.311,-0.172,0.921
65861,72747,1581446914934,2020-02-11T13.48.34.934,8463.627,0.315,-0.174,0.917
65862,72748,1581446914936,2020-02-11T13.48.34.936,8463.629,0.319,-0.17,0.919
65863,72749,1581446914938,2020-02-11T13.48.34.938,8463.631,0.312,-0.174,0.913
