,Unnamed: 0,epoch (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
20027,26913,1581446799382,2020-02-11T13.46.39.382,8348.075,0.3,-0.172,0.947
20028,26914,1581446799384,2020-02-11T13.46.39.384,8348.077,0.299,-0.177,0.938
20029,26915,1581446799387,2020-02-11T13.46.39.387,8348.08,0.29600000000000004,-0.187,0.938
20030,26916,1581446799390,2020-02-11T13.46.39.390,8348.083,0.306,-0.193,0.934
20031,26917,1581446799391,2020-02-11T13.46.39.391,8348.084,0.299,-0.193,0.935
20032,26918,1581446799394,2020-02-11T13.46.39.394,8348.087,0.3,-0.193,0.93
20033,26919,1581446799397,2020-02-11T13.46.39.397,8348.09,0.299,-0.202,0.931
20034,26920,1581446799400,2020-02-11T13.46.39.400,8348.093,0.29100000000000004,-0.197,0.931
20035,26921,1581446799401,2020-02-11T13.46.39.401,8348.094000000001,0.29100000000000004,-0.19,0.923
20036,26922,1581446799404,2020-02-11T13.46.39.404,8348.097,0.287,-0.188,0.925
20037,26923,1581446799407,2020-02-11T13.46.39.407,8348.1,0.282,-0.184,0.934
20038,26924,1581446799409,2020-02-11T13.46.39.409,8348.101999999999,0.28600000000000003,-0.191,0.934
20039,26925,1581446799412,2020-02-11T13.46.39.412,8348.105,0.27,-0.185,0.926
20040,26926,1581446799414,2020-02-11T13.46.39.414,8348.107,0.27,-0.18,0.913
20041,26927,1581446799417,2020-02-11T13.46.39.417,8348.11,0.253,-0.194,0.913
20042,26928,1581446799419,2020-02-11T13.46.39.419,8348.112,0.244,-0.204,0.8959999999999999
20043,26929,1581446799422,2020-02-11T13.46.39.422,8348.115,0.252,-0.2,0.898
20044,26930,1581446799425,2020-02-11T13.46.39.425,8348.118,0.247,-0.182,0.925
20045,26931,1581446799428,2020-02-11T13.46.39.428,8348.121,0.27,-0.171,0.934
20046,26932,1581446799429,2020-02-11T13.46.39.429,8348.122,0.285,-0.16399999999999998,0.944
20047,26933,1581446799432,2020-02-11T13.46.39.432,8348.125,0.278,-0.155,0.95
20048,26934,1581446799435,2020-02-11T13.46.39.435,8348.128,0.28300000000000003,-0.168,0.938
20049,26935,1581446799436,2020-02-11T13.46.39.436,8348.129,0.292,-0.184,0.938
20050,26936,1581446799439,2020-02-11T13.46.39.439,8348.132,0.273,-0.179,0.937
20051,26937,1581446799442,2020-02-11T13.46.39.442,8348.135,0.28,-0.187,0.929
20052,26938,1581446799445,2020-02-11T13.46.39.445,8348.138,0.285,-0.181,0.943
20053,26939,1581446799447,2020-02-11T13.46.39.447,8348.14,0.271,-0.166,0.941
20054,26940,1581446799450,2020-02-11T13.46.39.450,8348.143,0.29,-0.163,0.934
20055,26941,1581446799453,2020-02-11T13.46.39.453,8348.146,0.27,-0.14800000000000002,0.955
20056,26942,1581446799455,2020-02-11T13.46.39.455,8348.148000000001,0.28,-0.142,0.939
20057,26943,1581446799457,2020-02-11T13.46.39.457,8348.15,0.277,-0.13699999999999998,0.953
20058,26944,1581446799460,2020-02-11T13.46.39.460,8348.153,0.281,-0.141,0.944
20059,26945,1581446799463,2020-02-11T13.46.39.463,8348.155999999999,0.287,-0.14400000000000002,0.953
20060,26946,1581446799464,2020-02-11T13.46.39.464,8348.157,0.292,-0.154,0.946
20061,26947,1581446799467,2020-02-11T13.46.39.467,8348.16,0.28600000000000003,-0.152,0.945
20062,26948,1581446799470,2020-02-11T13.46.39.470,8348.163,0.295,-0.158,0.933
20063,26949,1581446799473,2020-02-11T13.46.39.473,8348.166,0.275,-0.163,0.938
20064,26950,1581446799475,2020-02-11T13.46.39.475,8348.168,0.28800000000000003,-0.161,0.924
20065,26951,1581446799477,2020-02-11T13.46.39.477,8348.17,0.269,-0.157,0.936
20066,26952,1581446799480,2020-02-11T13.46.39.480,8348.173,0.271,-0.158,0.934
20067,26953,1581446799482,2020-02-11T13.46.39.482,8348.175,0.267,-0.16699999999999998,0.93
20068,26954,1581446799485,2020-02-11T13.46.39.485,8348.178,0.261,-0.16899999999999998,0.936
20069,26955,1581446799488,2020-02-11T13.46.39.488,8348.181,0.269,-0.174,0.925
20070,26956,1581446799491,2020-02-11T13.46.39.491,8348.184000000001,0.26,-0.177,0.932
20071,26957,1581446799492,2020-02-11T13.46.39.492,8348.185,0.257,-0.179,0.937
20072,26958,1581446799495,2020-02-11T13.46.39.495,8348.188,0.26,-0.179,0.937
20073,26959,1581446799498,2020-02-11T13.46.39.498,8348.190999999999,0.267,-0.177,0.931
20074,26960,1581446799499,2020-02-11T13.46.39.499,8348.192,0.265,-0.183,0.932
20075,26961,1581446799502,2020-02-11T13.46.39.502,8348.195,0.266,-0.184,0.926
20076,26962,1581446799505,2020-02-11T13.46.39.505,8348.198,0.254,-0.18,0.931
20077,26963,1581446799508,2020-02-11T13.46.39.508,8348.201,0.258,-0.17600000000000002,0.925
20078,26964,1581446799510,2020-02-11T13.46.39.510,8348.203000000001,0.268,-0.166,0.933
20079,26965,1581446799513,2020-02-11T13.46.39.513,8348.206,0.272,-0.163,0.936
20080,26966,1581446799516,2020-02-11T13.46.39.516,8348.209,0.281,-0.165,0.939
20081,26967,1581446799517,2020-02-11T13.46.39.517,8348.21,0.28,-0.165,0.938
20082,26968,1581446799520,2020-02-11T13.46.39.520,8348.213,0.29100000000000004,-0.16399999999999998,0.925
20083,26969,1581446799523,2020-02-11T13.46.39.523,8348.216,0.29,-0.16899999999999998,0.93
20084,26970,1581446799526,2020-02-11T13.46.39.526,8348.219000000001,0.294,-0.171,0.933
20085,26971,1581446799527,2020-02-11T13.46.39.527,8348.22,0.28800000000000003,-0.172,0.93
20086,26972,1581446799530,2020-02-11T13.46.39.530,8348.223,0.293,-0.18,0.914
20087,26973,1581446799533,2020-02-11T13.46.39.533,8348.226,0.289,-0.177,0.931
20088,26974,1581446799536,2020-02-11T13.46.39.536,8348.229,0.284,-0.175,0.932
20089,26975,1581446799538,2020-02-11T13.46.39.538,8348.231,0.268,-0.17,0.941
20090,26976,1581446799540,2020-02-11T13.46.39.540,8348.233,0.244,-0.182,0.937
20091,26977,1581446799543,2020-02-11T13.46.39.543,8348.235999999999,0.259,-0.204,0.923
20092,26978,1581446799545,2020-02-11T13.46.39.545,8348.238000000001,0.255,-0.206,0.954
20093,26979,1581446799548,2020-02-11T13.46.39.548,8348.241,0.257,-0.203,0.933
20094,26980,1581446799551,2020-02-11T13.46.39.551,8348.244,0.255,-0.209,0.93
20095,26981,1581446799554,2020-02-11T13.46.39.554,8348.247,0.254,-0.212,0.93
20096,26982,1581446799555,2020-02-11T13.46.39.555,8348.248,0.24,-0.218,0.939
20097,26983,1581446799558,2020-02-11T13.46.39.558,8348.251,0.245,-0.231,0.936
20098,26984,1581446799561,2020-02-11T13.46.39.561,8348.254,0.274,-0.239,0.944
20099,26985,1581446799564,2020-02-11T13.46.39.564,8348.257,0.282,-0.239,0.955
20100,26986,1581446799565,2020-02-11T13.46.39.565,8348.258,0.28300000000000003,-0.254,0.946
20101,26987,1581446799568,2020-02-11T13.46.39.568,8348.261,0.292,-0.261,0.924
20102,26988,1581446799571,2020-02-11T13.46.39.571,8348.264000000001,0.29100000000000004,-0.228,0.904
20103,26989,1581446799573,2020-02-11T13.46.39.573,8348.266,0.285,-0.214,0.913
20104,26990,1581446799576,2020-02-11T13.46.39.576,8348.269,0.271,-0.221,0.928
20105,26991,1581446799579,2020-02-11T13.46.39.579,8348.271999999999,0.218,-0.263,0.944
20106,26992,1581446799581,2020-02-11T13.46.39.581,8348.274,0.248,-0.312,0.928
20107,26993,1581446799583,2020-02-11T13.46.39.583,8348.276,0.256,-0.326,0.938
20108,26994,1581446799586,2020-02-11T13.46.39.586,8348.279,0.213,-0.255,0.925
20109,26995,1581446799589,2020-02-11T13.46.39.589,8348.282,0.13699999999999998,-0.209,0.939
