,Unnamed: 0,epoch (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
49388,56274,1581446873405,2020-02-11T13.47.53.405,8422.098,0.277,-0.138,0.942
49389,56275,1581446873408,2020-02-11T13.47.53.408,8422.101,0.27,-0.131,0.937
49390,56276,1581446873410,2020-02-11T13.47.53.410,8422.103000000001,0.273,-0.131,0.944
49391,56277,1581446873413,2020-02-11T13.47.53.413,8422.106,0.275,-0.135,0.947
49392,56278,1581446873415,2020-02-11T13.47.53.415,8422.108,0.277,-0.14,0.947
49393,56279,1581446873418,2020-02-11T13.47.53.418,8422.110999999999,0.279,-0.131,0.941
49394,56280,1581446873420,2020-02-11T13.47.53.420,8422.113000000001,0.274,-0.138,0.941
49395,56281,1581446873423,2020-02-11T13.47.53.423,8422.116,0.277,-0.136,0.941
49396,56282,1581446873426,2020-02-11T13.47.53.426,8422.119,0.278,-0.13699999999999998,0.941
49397,56283,1581446873429,2020-02-11T13.47.53.429,8422.122,0.274,-0.134,0.934
49398,56284,1581446873430,2020-02-11T13.47.53.430,8422.123,0.276,-0.136,0.94
49399,56285,1581446873433,2020-02-11T13.47.53.433,8422.126,0.276,-0.13699999999999998,0.95
49400,56286,1581446873436,2020-02-11T13.47.53.436,8422.129,0.272,-0.135,0.945
49401,56287,1581446873437,2020-02-11T13.47.53.437,8422.13,0.271,-0.133,0.936
49402,56288,1581446873440,2020-02-11T13.47.53.440,8422.133,0.27,-0.138,0.936
49403,56289,1581446873443,2020-02-11T13.47.53.443,8422.136,0.272,-0.13699999999999998,0.94
49404,56290,1581446873446,2020-02-11T13.47.53.446,8422.139000000001,0.269,-0.13699999999999998,0.944
49405,56291,1581446873448,2020-02-11T13.47.53.448,8422.141,0.271,-0.135,0.945
49406,56292,1581446873451,2020-02-11T13.47.53.451,8422.144,0.275,-0.134,0.946
49407,56293,1581446873454,2020-02-11T13.47.53.454,8422.146999999999,0.273,-0.13699999999999998,0.944
49408,56294,1581446873456,2020-02-11T13.47.53.456,8422.149,0.274,-0.136,0.944
49409,56295,1581446873458,2020-02-11T13.47.53.458,8422.151,0.276,-0.134,0.939
49410,56296,1581446873461,2020-02-11T13.47.53.461,8422.154,0.27,-0.134,0.943
49411,56297,1581446873464,2020-02-11T13.47.53.464,8422.157,0.272,-0.134,0.94
49412,56298,1581446873465,2020-02-11T13.47.53.465,8422.158000000001,0.271,-0.135,0.933
49413,56299,1581446873468,2020-02-11T13.47.53.468,8422.161,0.268,-0.134,0.938
49414,56300,1581446873471,2020-02-11T13.47.53.471,8422.164,0.274,-0.134,0.94
49415,56301,1581446873474,2020-02-11T13.47.53.474,8422.167,0.272,-0.133,0.942
49416,56302,1581446873476,2020-02-11T13.47.53.476,8422.169,0.273,-0.132,0.942
49417,56303,1581446873478,2020-02-11T13.47.53.478,8422.171,0.273,-0.131,0.942
49418,56304,1581446873481,2020-02-11T13.47.53.481,8422.174,0.272,-0.131,0.942
49419,56305,1581446873483,2020-02-11T13.47.53.483,8422.176,0.27,-0.134,0.936
49420,56306,1581446873486,2020-02-11T13.47.53.486,8422.179,0.272,-0.134,0.938
49421,56307,1581446873489,2020-02-11T13.47.53.489,8422.181999999999,0.277,-0.136,0.935
49422,56308,1581446873492,2020-02-11T13.47.53.492,8422.185,0.275,-0.135,0.941
49423,56309,1581446873493,2020-02-11T13.47.53.493,8422.186,0.28,-0.134,0.942
49424,56310,1581446873496,2020-02-11T13.47.53.496,8422.189,0.27,-0.136,0.938
49425,56311,1581446873499,2020-02-11T13.47.53.499,8422.192,0.271,-0.136,0.94
49426,56312,1581446873500,2020-02-11T13.47.53.500,8422.193000000001,0.277,-0.132,0.94
49427,56313,1581446873503,2020-02-11T13.47.53.503,8422.196,0.27,-0.13699999999999998,0.946
49428,56314,1581446873506,2020-02-11T13.47.53.506,8422.199,0.27,-0.135,0.942
49429,56315,1581446873509,2020-02-11T13.47.53.509,8422.202,0.276,-0.135,0.938
49430,56316,1581446873511,2020-02-11T13.47.53.511,8422.204,0.268,-0.138,0.935
49431,56317,1581446873514,2020-02-11T13.47.53.514,8422.207,0.272,-0.136,0.94
49432,56318,1581446873517,2020-02-11T13.47.53.517,8422.21,0.275,-0.134,0.943
49433,56319,1581446873519,2020-02-11T13.47.53.519,8422.212,0.274,-0.134,0.936
49434,56320,1581446873521,2020-02-11T13.47.53.521,8422.214,0.27,-0.132,0.942
49435,56321,1581446873524,2020-02-11T13.47.53.524,8422.216999999999,0.269,-0.133,0.939
49436,56322,1581446873527,2020-02-11T13.47.53.527,8422.22,0.269,-0.138,0.946
49437,56323,1581446873528,2020-02-11T13.47.53.528,8422.221,0.271,-0.132,0.944
49438,56324,1581446873531,2020-02-11T13.47.53.531,8422.224,0.277,-0.139,0.938
49439,56325,1581446873534,2020-02-11T13.47.53.534,8422.226999999999,0.268,-0.141,0.934
49440,56326,1581446873537,2020-02-11T13.47.53.537,8422.23,0.273,-0.131,0.938
49441,56327,1581446873538,2020-02-11T13.47.53.538,8422.231,0.279,-0.128,0.94
49442,56328,1581446873541,2020-02-11T13.47.53.541,8422.234,0.275,-0.133,0.939
49443,56329,1581446873544,2020-02-11T13.47.53.544,8422.237,0.279,-0.134,0.942
49444,56330,1581446873546,2020-02-11T13.47.53.546,8422.239,0.273,-0.128,0.943
49445,56331,1581446873549,2020-02-11T13.47.53.549,8422.242,0.27,-0.128,0.944
49446,56332,1581446873552,2020-02-11T13.47.53.552,8422.245,0.271,-0.133,0.942
49447,56333,1581446873555,2020-02-11T13.47.53.555,8422.248,0.266,-0.14300000000000002,0.939
49448,56334,1581446873556,2020-02-11T13.47.53.556,8422.249,0.271,-0.138,0.94
49449,56335,1581446873559,2020-02-11T13.47.53.559,8422.252,0.27,-0.131,0.939
49450,56336,1581446873562,2020-02-11T13.47.53.562,8422.255,0.271,-0.135,0.939
49451,56337,1581446873563,2020-02-11T13.47.53.563,8422.256,0.271,-0.13699999999999998,0.942
49452,56338,1581446873566,2020-02-11T13.47.53.566,8422.259,0.269,-0.131,0.946
49453,56339,1581446873569,2020-02-11T13.47.53.569,8422.261999999999,0.269,-0.131,0.938
49454,56340,1581446873572,2020-02-11T13.47.53.572,8422.265,0.268,-0.124,0.938
49455,56341,1581446873574,2020-02-11T13.47.53.574,8422.267,0.273,-0.131,0.945
49456,56342,1581446873577,2020-02-11T13.47.53.577,8422.27,0.276,-0.136,0.949
49457,56343,1581446873580,2020-02-11T13.47.53.580,8422.273000000001,0.276,-0.142,0.949
49458,56344,1581446873582,2020-02-11T13.47.53.582,8422.275,0.269,-0.14400000000000002,0.938
49459,56345,1581446873584,2020-02-11T13.47.53.584,8422.277,0.273,-0.134,0.934
49460,56346,1581446873587,2020-02-11T13.47.53.587,8422.28,0.275,-0.127,0.946
49461,56347,1581446873590,2020-02-11T13.47.53.590,8422.283000000001,0.274,-0.131,0.946
49462,56348,1581446873591,2020-02-11T13.47.53.591,8422.284,0.272,-0.134,0.94
49463,56349,1581446873594,2020-02-11T13.47.53.594,8422.287,0.269,-0.134,0.935
49464,56350,1581446873597,2020-02-11T13.47.53.597,8422.29,0.274,-0.125,0.932
49465,56351,1581446873600,2020-02-11T13.47.53.600,8422.293,0.282,-0.136,0.947
49466,56352,1581446873601,2020-02-11T13.47.53.601,8422.294,0.271,-0.138,0.949
49467,56353,1581446873604,2020-02-11T13.47.53.604,8422.296999999999,0.269,-0.125,0.933
49468,56354,1581446873607,2020-02-11T13.47.53.607,8422.3,0.271,-0.146,0.948
49469,56355,1581446873610,2020-02-11T13.47.53.610,8422.303,0.277,-0.159,0.96
49470,56356,1581446873612,2020-02-11T13.47.53.612,8422.305,0.27,-0.138,0.965
49471,56357,1581446873615,2020-02-11T13.47.53.615,8422.308,0.246,-0.073,0.922
49472,56358,1581446873618,2020-02-11T13.47.53.618,8422.311,0.252,-0.083,0.903
49473,56359,1581446873619,2020-02-11T13.47.53.619,8422.312,0.28800000000000003,-0.179,0.957
49474,56360,1581446873622,2020-02-11T13.47.53.622,8422.315,0.298,-0.17800000000000002,0.97
49475,56361,1581446873625,2020-02-11T13.47.53.625,8422.318000000001,0.267,-0.102,0.933
49476,56362,1581446873628,2020-02-11T13.47.53.628,8422.321,0.255,-0.113,0.913
49477,56363,1581446873629,2020-02-11T13.47.53.629,8422.322,0.277,-0.161,0.939
49478,56364,1581446873632,2020-02-11T13.47.53.632,8422.325,0.278,-0.149,0.953
49479,56365,1581446873635,2020-02-11T13.47.53.635,8422.328000000001,0.275,-0.11,0.954
49480,56366,1581446873637,2020-02-11T13.47.53.637,8422.33,0.274,-0.108,0.949
49481,56367,1581446873640,2020-02-11T13.47.53.640,8422.333,0.276,-0.127,0.938
49482,56368,1581446873642,2020-02-11T13.47.53.642,8422.335,0.277,-0.135,0.939
49483,56369,1581446873645,2020-02-11T13.47.53.645,8422.338,0.278,-0.132,0.954
49484,56370,1581446873647,2020-02-11T13.47.53.647,8422.34,0.275,-0.136,0.948
49485,56371,1581446873650,2020-02-11T13.47.53.650,8422.343,0.273,-0.138,0.939
49486,56372,1581446873653,2020-02-11T13.47.53.653,8422.346,0.275,-0.133,0.943
49487,56373,1581446873654,2020-02-11T13.47.53.654,8422.347,0.263,-0.123,0.945
49488,56374,1581446873657,2020-02-11T13.47.53.657,8422.35,0.266,-0.125,0.947
49489,56375,1581446873660,2020-02-11T13.47.53.660,8422.353000000001,0.273,-0.133,0.941
49490,56376,1581446873663,2020-02-11T13.47.53.663,8422.356,0.271,-0.128,0.946
49491,56377,1581446873664,2020-02-11T13.47.53.664,8422.357,0.271,-0.128,0.945
49492,56378,1581446873667,2020-02-11T13.47.53.667,8422.36,0.273,-0.135,0.935
49493,56379,1581446873670,2020-02-11T13.47.53.670,8422.363000000001,0.273,-0.13,0.935
49494,56380,1581446873673,2020-02-11T13.47.53.673,8422.366,0.272,-0.134,0.944
49495,56381,1581446873675,2020-02-11T13.47.53.675,8422.368,0.274,-0.131,0.944
49496,56382,1581446873678,2020-02-11T13.47.53.678,8422.371,0.273,-0.132,0.939
49497,56383,1581446873681,2020-02-11T13.47.53.681,8422.374,0.274,-0.135,0.94
49498,56384,1581446873682,2020-02-11T13.47.53.682,8422.375,0.277,-0.134,0.941
49499,56385,1581446873685,2020-02-11T13.47.53.685,8422.378,0.273,-0.131,0.94
49500,56386,1581446873688,2020-02-11T13.47.53.688,8422.381,0.279,-0.129,0.943
49501,56387,1581446873691,2020-02-11T13.47.53.691,8422.384,0.273,-0.129,0.95
49502,56388,1581446873692,2020-02-11T13.47.53.692,8422.385,0.271,-0.13,0.942
49503,56389,1581446873695,2020-02-11T13.47.53.695,8422.388,0.276,-0.129,0.943
49504,56390,1581446873698,2020-02-11T13.47.53.698,8422.391,0.274,-0.132,0.945
49505,56391,1581446873700,2020-02-11T13.47.53.700,8422.393,0.269,-0.128,0.946
49506,56392,1581446873703,2020-02-11T13.47.53.703,8422.396,0.271,-0.132,0.947
49507,56393,1581446873705,2020-02-11T13.47.53.705,8422.398000000001,0.271,-0.133,0.941
49508,56394,1581446873708,2020-02-11T13.47.53.708,8422.401,0.269,-0.136,0.941
49509,56395,1581446873710,2020-02-11T13.47.53.710,8422.403,0.274,-0.136,0.947
49510,56396,1581446873713,2020-02-11T13.47.53.713,8422.405999999999,0.28,-0.131,0.944
49511,56397,1581446873716,2020-02-11T13.47.53.716,8422.409,0.274,-0.131,0.944
49512,56398,1581446873717,2020-02-11T13.47.53.717,8422.41,0.274,-0.135,0.943
49513,56399,1581446873720,2020-02-11T13.47.53.720,8422.413,0.276,-0.134,0.942
49514,56400,1581446873723,2020-02-11T13.47.53.723,8422.416,0.271,-0.129,0.942
49515,56401,1581446873726,2020-02-11T13.47.53.726,8422.419,0.275,-0.132,0.946
49516,56402,1581446873727,2020-02-11T13.47.53.727,8422.42,0.273,-0.131,0.938
49517,56403,1581446873730,2020-02-11T13.47.53.730,8422.423,0.268,-0.131,0.939
49518,56404,1581446873733,2020-02-11T13.47.53.733,8422.426,0.273,-0.129,0.94
49519,56405,1581446873736,2020-02-11T13.47.53.736,8422.429,0.275,-0.132,0.938
49520,56406,1581446873738,2020-02-11T13.47.53.738,8422.431,0.272,-0.13,0.94
49521,56407,1581446873741,2020-02-11T13.47.53.741,8422.434000000001,0.272,-0.131,0.943
49522,56408,1581446873744,2020-02-11T13.47.53.744,8422.437,0.271,-0.129,0.938
49523,56409,1581446873745,2020-02-11T13.47.53.745,8422.438,0.276,-0.134,0.943
49524,56410,1581446873748,2020-02-11T13.47.53.748,8422.440999999999,0.275,-0.129,0.947
49525,56411,1581446873751,2020-02-11T13.47.53.751,8422.444,0.273,-0.13,0.944
49526,56412,1581446873754,2020-02-11T13.47.53.754,8422.447,0.27,-0.132,0.943
49527,56413,1581446873755,2020-02-11T13.47.53.755,8422.448,0.269,-0.133,0.945
49528,56414,1581446873758,2020-02-11T13.47.53.758,8422.451,0.273,-0.132,0.942
49529,56415,1581446873761,2020-02-11T13.47.53.761,8422.454,0.272,-0.131,0.944
49530,56416,1581446873764,2020-02-11T13.47.53.764,8422.457,0.266,-0.125,0.945
49531,56417,1581446873766,2020-02-11T13.47.53.766,8422.459,0.269,-0.126,0.94
49532,56418,1581446873768,2020-02-11T13.47.53.768,8422.461,0.269,-0.129,0.94
49533,56419,1581446873771,2020-02-11T13.47.53.771,8422.464,0.273,-0.129,0.94
49534,56420,1581446873773,2020-02-11T13.47.53.773,8422.466,0.272,-0.132,0.942
49535,56421,1581446873776,2020-02-11T13.47.53.776,8422.469000000001,0.274,-0.131,0.948
49536,56422,1581446873779,2020-02-11T13.47.53.779,8422.472,0.271,-0.13,0.943
49537,56423,1581446873782,2020-02-11T13.47.53.782,8422.475,0.275,-0.129,0.947
49538,56424,1581446873783,2020-02-11T13.47.53.783,8422.476,0.277,-0.125,0.944
49539,56425,1581446873786,2020-02-11T13.47.53.786,8422.479,0.271,-0.134,0.941
49540,56426,1581446873789,2020-02-11T13.47.53.789,8422.482,0.274,-0.133,0.936
49541,56427,1581446873790,2020-02-11T13.47.53.790,8422.483,0.273,-0.132,0.951
49542,56428,1581446873793,2020-02-11T13.47.53.793,8422.485999999999,0.271,-0.126,0.95
49543,56429,1581446873796,2020-02-11T13.47.53.796,8422.489,0.275,-0.126,0.949
49544,56430,1581446873799,2020-02-11T13.47.53.799,8422.492,0.274,-0.125,0.948
49545,56431,1581446873801,2020-02-11T13.47.53.801,8422.494,0.272,-0.128,0.946
49546,56432,1581446873804,2020-02-11T13.47.53.804,8422.497,0.278,-0.121,0.952
49547,56433,1581446873807,2020-02-11T13.47.53.807,8422.5,0.285,-0.121,0.958
49548,56434,1581446873809,2020-02-11T13.47.53.809,8422.502,0.271,-0.131,0.938
49549,56435,1581446873811,2020-02-11T13.47.53.811,8422.504,0.267,-0.13699999999999998,0.931
49550,56436,1581446873814,2020-02-11T13.47.53.814,8422.507,0.278,-0.124,0.951
49551,56437,1581446873817,2020-02-11T13.47.53.817,8422.51,0.276,-0.12,0.954
49552,56438,1581446873818,2020-02-11T13.47.53.818,8422.511,0.268,-0.132,0.94
49553,56439,1581446873821,2020-02-11T13.47.53.821,8422.514000000001,0.268,-0.133,0.941
49554,56440,1581446873824,2020-02-11T13.47.53.824,8422.517,0.269,-0.13,0.945
49555,56441,1581446873827,2020-02-11T13.47.53.827,8422.52,0.277,-0.125,0.951
49556,56442,1581446873829,2020-02-11T13.47.53.829,8422.521999999999,0.278,-0.127,0.947
49557,56443,1581446873831,2020-02-11T13.47.53.831,8422.524,0.271,-0.124,0.944
49558,56444,1581446873834,2020-02-11T13.47.53.834,8422.527,0.273,-0.119,0.948
