,Unnamed: 0,epoch (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
92475,99361,1581446982031,2020-02-11T13.49.42.031,8530.724,0.26,-0.098,0.946
92476,99362,1581446982034,2020-02-11T13.49.42.034,8530.726999999999,0.262,-0.1,0.956
92477,99363,1581446982037,2020-02-11T13.49.42.037,8530.73,0.266,-0.101,0.953
92478,99364,1581446982039,2020-02-11T13.49.42.039,8530.732,0.266,-0.101,0.954
92479,99365,1581446982041,2020-02-11T13.49.42.041,8530.734,0.265,-0.097,0.947
92480,99366,1581446982044,2020-02-11T13.49.42.044,8530.737,0.266,-0.096,0.945
92481,99367,1581446982047,2020-02-11T13.49.42.047,8530.74,0.266,-0.097,0.951
92482,99368,1581446982048,2020-02-11T13.49.42.048,8530.741,0.267,-0.1,0.949
92483,99369,1581446982051,2020-02-11T13.49.42.051,8530.744,0.269,-0.097,0.947
92484,99370,1581446982054,2020-02-11T13.49.42.054,8530.747,0.269,-0.101,0.948
92485,99371,1581446982057,2020-02-11T13.49.42.057,8530.75,0.266,-0.103,0.947
92486,99372,1581446982059,2020-02-11T13.49.42.059,8530.752,0.265,-0.101,0.952
92487,99373,1581446982061,2020-02-11T13.49.42.061,8530.754,0.268,-0.101,0.955
92488,99374,1581446982064,2020-02-11T13.49.42.064,8530.757,0.268,-0.104,0.957
92489,99375,1581446982067,2020-02-11T13.49.42.067,8530.76,0.269,-0.102,0.954
92490,99376,1581446982069,2020-02-11T13.49.42.069,8530.761999999999,0.266,-0.098,0.949
92491,99377,1581446982072,2020-02-11T13.49.42.072,8530.765,0.261,-0.098,0.95
92492,99378,1581446982075,2020-02-11T13.49.42.075,8530.768,0.266,-0.101,0.952
92493,99379,1581446982076,2020-02-11T13.49.42.076,8530.769,0.265,-0.1,0.952
92494,99380,1581446982079,2020-02-11T13.49.42.079,8530.771999999999,0.265,-0.098,0.957
92495,99381,1581446982082,2020-02-11T13.49.42.082,8530.775,0.265,-0.094,0.952
92496,99382,1581446982085,2020-02-11T13.49.42.085,8530.778,0.268,-0.098,0.946
92497,99383,1581446982086,2020-02-11T13.49.42.086,8530.779,0.266,-0.101,0.948
92498,99384,1581446982089,2020-02-11T13.49.42.089,8530.782,0.261,-0.094,0.95
92499,99385,1581446982092,2020-02-11T13.49.42.092,8530.785,0.265,-0.099,0.951
92500,99386,1581446982095,2020-02-11T13.49.42.095,8530.788,0.263,-0.099,0.952
92501,99387,1581446982097,2020-02-11T13.49.42.097,8530.79,0.267,-0.093,0.955
92502,99388,1581446982100,2020-02-11T13.49.42.100,8530.793,0.266,-0.085,0.952
92503,99389,1581446982102,2020-02-11T13.49.42.102,8530.795,0.264,-0.08800000000000001,0.956
92504,99390,1581446982104,2020-02-11T13.49.42.104,8530.796999999999,0.264,-0.08800000000000001,0.951
92505,99391,1581446982107,2020-02-11T13.49.42.107,8530.8,0.26,-0.09,0.951
92506,99392,1581446982110,2020-02-11T13.49.42.110,8530.803,0.26,-0.08800000000000001,0.952
92507,99393,1581446982113,2020-02-11T13.49.42.113,8530.806,0.267,-0.08900000000000001,0.958
92508,99394,1581446982114,2020-02-11T13.49.42.114,8530.806999999999,0.265,-0.094,0.955
92509,99395,1581446982117,2020-02-11T13.49.42.117,8530.81,0.278,-0.091,0.946
92510,99396,1581446982120,2020-02-11T13.49.42.120,8530.813,0.277,-0.09,0.946
92511,99397,1581446982121,2020-02-11T13.49.42.121,8530.814,0.27,-0.081,0.954
92512,99398,1581446982124,2020-02-11T13.49.42.124,8530.817,0.271,-0.083,0.964
92513,99399,1581446982127,2020-02-11T13.49.42.127,8530.82,0.278,-0.101,0.964
92514,99400,1581446982130,2020-02-11T13.49.42.130,8530.823,0.266,-0.107,0.95
92515,99401,1581446982132,2020-02-11T13.49.42.132,8530.825,0.265,-0.104,0.939
92516,99402,1581446982135,2020-02-11T13.49.42.135,8530.828000000001,0.272,-0.106,0.946
92517,99403,1581446982138,2020-02-11T13.49.42.138,8530.831,0.276,-0.116,0.946
92518,99404,1581446982139,2020-02-11T13.49.42.139,8530.832,0.282,-0.115,0.953
92519,99405,1581446982142,2020-02-11T13.49.42.142,8530.835,0.277,-0.114,0.951
92520,99406,1581446982145,2020-02-11T13.49.42.145,8530.838,0.27,-0.113,0.943
92521,99407,1581446982148,2020-02-11T13.49.42.148,8530.841,0.265,-0.103,0.944
92522,99408,1581446982149,2020-02-11T13.49.42.149,8530.841999999999,0.264,-0.1,0.952
92523,99409,1581446982152,2020-02-11T13.49.42.152,8530.845,0.273,-0.1,0.955
92524,99410,1581446982155,2020-02-11T13.49.42.155,8530.848,0.273,-0.1,0.966
92525,99411,1581446982158,2020-02-11T13.49.42.158,8530.851,0.277,-0.101,0.962
92526,99412,1581446982160,2020-02-11T13.49.42.160,8530.853000000001,0.278,-0.096,0.954
92527,99413,1581446982163,2020-02-11T13.49.42.163,8530.856,0.28,-0.092,0.946
92528,99414,1581446982165,2020-02-11T13.49.42.165,8530.858,0.275,-0.096,0.941
92529,99415,1581446982167,2020-02-11T13.49.42.167,8530.86,0.264,-0.095,0.945
92530,99416,1581446982170,2020-02-11T13.49.42.170,8530.863000000001,0.261,-0.091,0.946
92531,99417,1581446982173,2020-02-11T13.49.42.173,8530.866,0.263,-0.096,0.947
92532,99418,1581446982176,2020-02-11T13.49.42.176,8530.869,0.265,-0.095,0.946
92533,99419,1581446982177,2020-02-11T13.49.42.177,8530.87,0.279,-0.105,0.953
92534,99420,1581446982180,2020-02-11T13.49.42.180,8530.873,0.248,-0.102,0.937
92535,99421,1581446982183,2020-02-11T13.49.42.183,8530.876,0.259,-0.092,0.924
92536,99422,1581446982184,2020-02-11T13.49.42.184,8530.877,0.282,-0.087,0.966
92537,99423,1581446982187,2020-02-11T13.49.42.187,8530.88,0.277,-0.087,0.988
92538,99424,1581446982190,2020-02-11T13.49.42.190,8530.883,0.265,-0.091,0.963
92539,99425,1581446982193,2020-02-11T13.49.42.193,8530.886,0.272,-0.084,0.956
92540,99426,1581446982195,2020-02-11T13.49.42.195,8530.888,0.28600000000000003,-0.085,0.968
92541,99427,1581446982198,2020-02-11T13.49.42.198,8530.891,0.301,-0.076,0.974
92542,99428,1581446982201,2020-02-11T13.49.42.201,8530.894,0.307,-0.07400000000000001,0.977
92543,99429,1581446982204,2020-02-11T13.49.42.204,8530.896999999999,0.304,-0.073,0.973
92544,99430,1581446982205,2020-02-11T13.49.42.205,8530.898000000001,0.31,-0.084,0.963
92545,99431,1581446982208,2020-02-11T13.49.42.208,8530.901,0.293,-0.078,0.963
92546,99432,1581446982211,2020-02-11T13.49.42.211,8530.904,0.293,-0.076,0.962
92547,99433,1581446982212,2020-02-11T13.49.42.212,8530.905,0.303,-0.094,0.991
92548,99434,1581446982215,2020-02-11T13.49.42.215,8530.908000000001,0.311,-0.109,0.983
92549,99435,1581446982218,2020-02-11T13.49.42.218,8530.911,0.281,-0.11,0.958
92550,99436,1581446982221,2020-02-11T13.49.42.221,8530.914,0.253,-0.11,0.921
92551,99437,1581446982223,2020-02-11T13.49.42.223,8530.916,0.221,-0.131,0.907
92552,99438,1581446982226,2020-02-11T13.49.42.226,8530.919,0.298,-0.151,0.935
92553,99439,1581446982228,2020-02-11T13.49.42.228,8530.921,0.311,-0.142,1.002
92554,99440,1581446982230,2020-02-11T13.49.42.230,8530.923,0.306,-0.127,0.998
92555,99441,1581446982233,2020-02-11T13.49.42.233,8530.926,0.29100000000000004,-0.135,0.961
92556,99442,1581446982236,2020-02-11T13.49.42.236,8530.929,0.275,-0.138,0.935
92557,99443,1581446982239,2020-02-11T13.49.42.239,8530.931999999999,0.282,-0.141,0.925
92558,99444,1581446982240,2020-02-11T13.49.42.240,8530.933,0.279,-0.139,0.937
92559,99445,1581446982243,2020-02-11T13.49.42.243,8530.936,0.281,-0.13699999999999998,0.947
92560,99446,1581446982246,2020-02-11T13.49.42.246,8530.939,0.285,-0.166,0.913
92561,99447,1581446982247,2020-02-11T13.49.42.247,8530.94,0.279,-0.138,0.904
92562,99448,1581446982250,2020-02-11T13.49.42.250,8530.943000000001,0.29,-0.113,0.953
92563,99449,1581446982253,2020-02-11T13.49.42.253,8530.946,0.298,-0.142,0.97
92564,99450,1581446982256,2020-02-11T13.49.42.256,8530.949,0.28600000000000003,-0.156,0.962
92565,99451,1581446982258,2020-02-11T13.49.42.258,8530.951,0.29100000000000004,-0.135,0.969
92566,99452,1581446982261,2020-02-11T13.49.42.261,8530.954,0.29100000000000004,-0.107,0.978
92567,99453,1581446982264,2020-02-11T13.49.42.264,8530.957,0.294,-0.112,0.98
92568,99454,1581446982267,2020-02-11T13.49.42.267,8530.96,0.29,-0.129,0.981
92569,99455,1581446982268,2020-02-11T13.49.42.268,8530.961,0.301,-0.122,0.973
92570,99456,1581446982271,2020-02-11T13.49.42.271,8530.964,0.304,-0.135,0.985
92571,99457,1581446982274,2020-02-11T13.49.42.274,8530.966999999999,0.303,-0.14400000000000002,0.973
92572,99458,1581446982275,2020-02-11T13.49.42.275,8530.968,0.292,-0.142,0.961
92573,99459,1581446982278,2020-02-11T13.49.42.278,8530.971,0.294,-0.156,0.95
92574,99460,1581446982281,2020-02-11T13.49.42.281,8530.974,0.302,-0.184,0.954
92575,99461,1581446982284,2020-02-11T13.49.42.284,8530.976999999999,0.298,-0.19,0.959
92576,99462,1581446982286,2020-02-11T13.49.42.286,8530.979,0.292,-0.19,0.954
92577,99463,1581446982288,2020-02-11T13.49.42.288,8530.981,0.28800000000000003,-0.18600000000000005,0.952
92578,99464,1581446982291,2020-02-11T13.49.42.291,8530.984,0.315,-0.269,0.951
92579,99465,1581446982293,2020-02-11T13.49.42.293,8530.985999999999,0.28600000000000003,-0.125,0.944
92580,99466,1581446982296,2020-02-11T13.49.42.296,8530.989,0.271,-0.116,0.95
92581,99467,1581446982299,2020-02-11T13.49.42.299,8530.992,0.267,-0.208,0.932
92582,99468,1581446982302,2020-02-11T13.49.42.302,8530.995,0.271,-0.231,0.923
92583,99469,1581446982303,2020-02-11T13.49.42.303,8530.996,0.268,-0.155,0.942
92584,99470,1581446982306,2020-02-11T13.49.42.306,8530.999,0.274,-0.135,0.95
92585,99471,1581446982309,2020-02-11T13.49.42.309,8531.002,0.251,-0.166,0.939
92586,99472,1581446982312,2020-02-11T13.49.42.312,8531.005,0.232,-0.172,0.905
92587,99473,1581446982313,2020-02-11T13.49.42.313,8531.006,0.222,-0.16699999999999998,0.901
92588,99474,1581446982316,2020-02-11T13.49.42.316,8531.009,0.23,-0.165,0.915
92589,99475,1581446982319,2020-02-11T13.49.42.319,8531.011999999999,0.234,-0.175,0.925
92590,99476,1581446982321,2020-02-11T13.49.42.321,8531.014000000001,0.25,-0.185,0.94
92591,99477,1581446982324,2020-02-11T13.49.42.324,8531.017,0.261,-0.187,0.958
92592,99478,1581446982327,2020-02-11T13.49.42.327,8531.02,0.275,-0.188,0.958
92593,99479,1581446982330,2020-02-11T13.49.42.330,8531.023000000001,0.284,-0.184,0.956
92594,99480,1581446982331,2020-02-11T13.49.42.331,8531.024,0.256,-0.177,0.947
92595,99481,1581446982334,2020-02-11T13.49.42.334,8531.027,0.256,-0.183,0.922
92596,99482,1581446982337,2020-02-11T13.49.42.337,8531.03,0.251,-0.197,0.927
92597,99483,1581446982338,2020-02-11T13.49.42.338,8531.030999999999,0.244,-0.198,0.917
92598,99484,1581446982341,2020-02-11T13.49.42.341,8531.034,0.238,-0.21600000000000005,0.914
92599,99485,1581446982344,2020-02-11T13.49.42.344,8531.037,0.248,-0.205,0.911
92600,99486,1581446982347,2020-02-11T13.49.42.347,8531.04,0.233,-0.177,0.916
92601,99487,1581446982349,2020-02-11T13.49.42.349,8531.042,0.241,-0.223,0.898
92602,99488,1581446982351,2020-02-11T13.49.42.351,8531.044,0.233,-0.23,0.897
92603,99489,1581446982354,2020-02-11T13.49.42.354,8531.046999999999,0.211,-0.198,0.89
92604,99490,1581446982356,2020-02-11T13.49.42.356,8531.049,0.217,-0.192,0.885
92605,99491,1581446982359,2020-02-11T13.49.42.359,8531.052,0.214,-0.204,0.885
92606,99492,1581446982362,2020-02-11T13.49.42.362,8531.055,0.207,-0.202,0.8759999999999999
92607,99493,1581446982365,2020-02-11T13.49.42.365,8531.058,0.208,-0.191,0.888
92608,99494,1581446982366,2020-02-11T13.49.42.366,8531.059000000001,0.224,-0.185,0.907
92609,99495,1581446982369,2020-02-11T13.49.42.369,8531.062,0.234,-0.188,0.921
92610,99496,1581446982372,2020-02-11T13.49.42.372,8531.065,0.257,-0.187,0.95
92611,99497,1581446982375,2020-02-11T13.49.42.375,8531.068000000001,0.277,-0.183,0.964
92612,99498,1581446982376,2020-02-11T13.49.42.376,8531.069,0.292,-0.18,0.976
92613,99499,1581446982379,2020-02-11T13.49.42.379,8531.072,0.29100000000000004,-0.185,0.968
92614,99500,1581446982382,2020-02-11T13.49.42.382,8531.075,0.277,-0.188,0.953
92615,99501,1581446982384,2020-02-11T13.49.42.384,8531.077,0.275,-0.193,0.943
92616,99502,1581446982387,2020-02-11T13.49.42.387,8531.08,0.256,-0.188,0.931
92617,99503,1581446982390,2020-02-11T13.49.42.390,8531.083,0.217,-0.198,0.907
92618,99504,1581446982392,2020-02-11T13.49.42.392,8531.085,0.211,-0.218,0.879
92619,99505,1581446982394,2020-02-11T13.49.42.394,8531.087,0.205,-0.232,0.8809999999999999
92620,99506,1581446982397,2020-02-11T13.49.42.397,8531.09,0.201,-0.23,0.883
92621,99507,1581446982400,2020-02-11T13.49.42.400,8531.093,0.195,-0.228,0.8759999999999999
92622,99508,1581446982401,2020-02-11T13.49.42.401,8531.094000000001,0.195,-0.228,0.875
92623,99509,1581446982404,2020-02-11T13.49.42.404,8531.097,0.199,-0.225,0.8809999999999999
92624,99510,1581446982407,2020-02-11T13.49.42.407,8531.1,0.201,-0.219,0.883
92625,99511,1581446982410,2020-02-11T13.49.42.410,8531.103000000001,0.202,-0.218,0.888
92626,99512,1581446982412,2020-02-11T13.49.42.412,8531.105,0.2,-0.212,0.884
92627,99513,1581446982414,2020-02-11T13.49.42.414,8531.107,0.196,-0.212,0.875
92628,99514,1581446982417,2020-02-11T13.49.42.417,8531.11,0.193,-0.214,0.871
92629,99515,1581446982420,2020-02-11T13.49.42.420,8531.113000000001,0.201,-0.213,0.87
92630,99516,1581446982422,2020-02-11T13.49.42.422,8531.115,0.206,-0.211,0.878
92631,99517,1581446982425,2020-02-11T13.49.42.425,8531.118,0.208,-0.212,0.877
92632,99518,1581446982428,2020-02-11T13.49.42.428,8531.121,0.22,-0.217,0.885
92633,99519,1581446982429,2020-02-11T13.49.42.429,8531.122,0.226,-0.219,0.8909999999999999
92634,99520,1581446982432,2020-02-11T13.49.42.432,8531.125,0.224,-0.222,0.8909999999999999
92635,99521,1581446982435,2020-02-11T13.49.42.435,8531.128,0.23,-0.232,0.889
92636,99522,1581446982438,2020-02-11T13.49.42.438,8531.131,0.241,-0.241,0.895
92637,99523,1581446982439,2020-02-11T13.49.42.439,8531.132,0.241,-0.248,0.895
92638,99524,1581446982442,2020-02-11T13.49.42.442,8531.135,0.245,-0.252,0.902
92639,99525,1581446982445,2020-02-11T13.49.42.445,8531.138,0.256,-0.255,0.907
92640,99526,1581446982447,2020-02-11T13.49.42.447,8531.14,0.258,-0.266,0.903
92641,99527,1581446982450,2020-02-11T13.49.42.450,8531.143,0.245,-0.272,0.8909999999999999
92642,99528,1581446982453,2020-02-11T13.49.42.453,8531.146,0.233,-0.268,0.89
92643,99529,1581446982455,2020-02-11T13.49.42.455,8531.148000000001,0.228,-0.265,0.882
92644,99530,1581446982457,2020-02-11T13.49.42.457,8531.15,0.215,-0.261,0.852
92645,99531,1581446982460,2020-02-11T13.49.42.460,8531.153,0.207,-0.258,0.847
92646,99532,1581446982463,2020-02-11T13.49.42.463,8531.155999999999,0.207,-0.259,0.851
92647,99533,1581446982464,2020-02-11T13.49.42.464,8531.157,0.207,-0.256,0.858
92648,99534,1581446982467,2020-02-11T13.49.42.467,8531.16,0.221,-0.252,0.873
92649,99535,1581446982470,2020-02-11T13.49.42.470,8531.163,0.233,-0.241,0.8859999999999999
92650,99536,1581446982473,2020-02-11T13.49.42.473,8531.166,0.246,-0.239,0.898
92651,99537,1581446982475,2020-02-11T13.49.42.475,8531.168,0.261,-0.239,0.914
92652,99538,1581446982477,2020-02-11T13.49.42.477,8531.17,0.272,-0.238,0.925
92653,99539,1581446982480,2020-02-11T13.49.42.480,8531.173,0.277,-0.236,0.925
92654,99540,1581446982483,2020-02-11T13.49.42.483,8531.176,0.275,-0.227,0.927
92655,99541,1581446982485,2020-02-11T13.49.42.485,8531.178,0.27,-0.218,0.927
92656,99542,1581446982488,2020-02-11T13.49.42.488,8531.181,0.256,-0.222,0.924
92657,99543,1581446982491,2020-02-11T13.49.42.491,8531.184000000001,0.263,-0.226,0.927
92658,99544,1581446982492,2020-02-11T13.49.42.492,8531.185,0.27,-0.229,0.934
92659,99545,1581446982495,2020-02-11T13.49.42.495,8531.188,0.269,-0.228,0.94
92660,99546,1581446982498,2020-02-11T13.49.42.498,8531.190999999999,0.272,-0.222,0.943
92661,99547,1581446982501,2020-02-11T13.49.42.501,8531.194,0.272,-0.218,0.938
92662,99548,1581446982502,2020-02-11T13.49.42.502,8531.195,0.27,-0.22,0.928
92663,99549,1581446982505,2020-02-11T13.49.42.505,8531.198,0.267,-0.22,0.931
92664,99550,1581446982508,2020-02-11T13.49.42.508,8531.201,0.265,-0.212,0.932
92665,99551,1581446982510,2020-02-11T13.49.42.510,8531.203000000001,0.26,-0.208,0.927
92666,99552,1581446982513,2020-02-11T13.49.42.513,8531.206,0.259,-0.209,0.92
92667,99553,1581446982516,2020-02-11T13.49.42.516,8531.209,0.251,-0.21600000000000005,0.913
92668,99554,1581446982518,2020-02-11T13.49.42.518,8531.211,0.245,-0.217,0.906
92669,99555,1581446982520,2020-02-11T13.49.42.520,8531.213,0.262,-0.221,0.911
92670,99556,1581446982523,2020-02-11T13.49.42.523,8531.216,0.274,-0.219,0.932
92671,99557,1581446982526,2020-02-11T13.49.42.526,8531.219000000001,0.271,-0.215,0.929
92672,99558,1581446982529,2020-02-11T13.49.42.529,8531.222,0.265,-0.217,0.918
92673,99559,1581446982530,2020-02-11T13.49.42.530,8531.223,0.268,-0.218,0.924
92674,99560,1581446982533,2020-02-11T13.49.42.533,8531.226,0.271,-0.207,0.922
92675,99561,1581446982536,2020-02-11T13.49.42.536,8531.229,0.275,-0.207,0.922
92676,99562,1581446982538,2020-02-11T13.49.42.538,8531.231,0.273,-0.205,0.921
92677,99563,1581446982540,2020-02-11T13.49.42.540,8531.233,0.279,-0.205,0.936
92678,99564,1581446982543,2020-02-11T13.49.42.543,8531.235999999999,0.28300000000000003,-0.198,0.94
92679,99565,1581446982546,2020-02-11T13.49.42.546,8531.239,0.28,-0.198,0.943
92680,99566,1581446982548,2020-02-11T13.49.42.548,8531.241,0.28600000000000003,-0.202,0.944
92681,99567,1581446982551,2020-02-11T13.49.42.551,8531.244,0.287,-0.201,0.938
92682,99568,1581446982554,2020-02-11T13.49.42.554,8531.247,0.287,-0.2,0.944
92683,99569,1581446982555,2020-02-11T13.49.42.555,8531.248,0.29,-0.197,0.948
92684,99570,1581446982558,2020-02-11T13.49.42.558,8531.251,0.282,-0.205,0.948
92685,99571,1581446982561,2020-02-11T13.49.42.561,8531.254,0.269,-0.204,0.941
92686,99572,1581446982564,2020-02-11T13.49.42.564,8531.257,0.268,-0.2,0.934
92687,99573,1581446982565,2020-02-11T13.49.42.565,8531.258,0.268,-0.201,0.931
92688,99574,1581446982568,2020-02-11T13.49.42.568,8531.261,0.262,-0.203,0.935
92689,99575,1581446982571,2020-02-11T13.49.42.571,8531.264000000001,0.268,-0.202,0.935
92690,99576,1581446982573,2020-02-11T13.49.42.573,8531.266,0.276,-0.192,0.928
92691,99577,1581446982576,2020-02-11T13.49.42.576,8531.269,0.276,-0.198,0.931
92692,99578,1581446982579,2020-02-11T13.49.42.579,8531.271999999999,0.273,-0.205,0.932
92693,99579,1581446982581,2020-02-11T13.49.42.581,8531.274,0.273,-0.201,0.931
92694,99580,1581446982583,2020-02-11T13.49.42.583,8531.276,0.274,-0.201,0.922
92695,99581,1581446982586,2020-02-11T13.49.42.586,8531.279,0.275,-0.206,0.919
92696,99582,1581446982589,2020-02-11T13.49.42.589,8531.282,0.278,-0.208,0.919
92697,99583,1581446982592,2020-02-11T13.49.42.592,8531.285,0.275,-0.209,0.928
92698,99584,1581446982593,2020-02-11T13.49.42.593,8531.286,0.276,-0.206,0.927
92699,99585,1581446982596,2020-02-11T13.49.42.596,8531.289,0.275,-0.202,0.934
92700,99586,1581446982599,2020-02-11T13.49.42.599,8531.292,0.274,-0.19,0.936
92701,99587,1581446982601,2020-02-11T13.49.42.601,8531.294,0.271,-0.19,0.929
92702,99588,1581446982603,2020-02-11T13.49.42.603,8531.296,0.26,-0.192,0.918
92703,99589,1581446982606,2020-02-11T13.49.42.606,8531.299,0.249,-0.196,0.909
92704,99590,1581446982609,2020-02-11T13.49.42.609,8531.302,0.25,-0.208,0.905
92705,99591,1581446982611,2020-02-11T13.49.42.611,8531.304,0.261,-0.214,0.905
92706,99592,1581446982614,2020-02-11T13.49.42.614,8531.306999999999,0.27,-0.207,0.916
92707,99593,1581446982617,2020-02-11T13.49.42.617,8531.31,0.272,-0.201,0.926
92708,99594,1581446982618,2020-02-11T13.49.42.618,8531.311,0.278,-0.194,0.928
92709,99595,1581446982621,2020-02-11T13.49.42.621,8531.314,0.28800000000000003,-0.185,0.935
92710,99596,1581446982624,2020-02-11T13.49.42.624,8531.317,0.293,-0.174,0.94
92711,99597,1581446982627,2020-02-11T13.49.42.627,8531.32,0.294,-0.172,0.947
92712,99598,1581446982628,2020-02-11T13.49.42.628,8531.321,0.292,-0.16,0.948
92713,99599,1581446982631,2020-02-11T13.49.42.631,8531.324,0.284,-0.16,0.943
92714,99600,1581446982634,2020-02-11T13.49.42.634,8531.327,0.29,-0.159,0.947
92715,99601,1581446982636,2020-02-11T13.49.42.636,8531.329,0.294,-0.147,0.954
92716,99602,1581446982639,2020-02-11T13.49.42.639,8531.332,0.301,-0.14,0.959
92717,99603,1581446982642,2020-02-11T13.49.42.642,8531.335,0.311,-0.125,0.972
92718,99604,1581446982644,2020-02-11T13.49.42.644,8531.337,0.299,-0.118,0.97
92719,99605,1581446982646,2020-02-11T13.49.42.646,8531.339,0.295,-0.123,0.953
92720,99606,1581446982649,2020-02-11T13.49.42.649,8531.341999999999,0.282,-0.124,0.938
92721,99607,1581446982652,2020-02-11T13.49.42.652,8531.345,0.275,-0.13,0.925
92722,99608,1581446982655,2020-02-11T13.49.42.655,8531.348,0.271,-0.129,0.921
92723,99609,1581446982656,2020-02-11T13.49.42.656,8531.349,0.276,-0.138,0.933
92724,99610,1581446982659,2020-02-11T13.49.42.659,8531.351999999999,0.282,-0.122,0.95
92725,99611,1581446982662,2020-02-11T13.49.42.662,8531.355,0.275,-0.108,0.943
92726,99612,1581446982663,2020-02-11T13.49.42.663,8531.356,0.26,-0.104,0.933
92727,99613,1581446982666,2020-02-11T13.49.42.666,8531.359,0.253,-0.105,0.925
92728,99614,1581446982669,2020-02-11T13.49.42.669,8531.362,0.238,-0.103,0.942
92729,99615,1581446982672,2020-02-11T13.49.42.672,8531.365,0.247,-0.11,0.943
92730,99616,1581446982674,2020-02-11T13.49.42.674,8531.367,0.241,-0.122,0.961
92731,99617,1581446982677,2020-02-11T13.49.42.677,8531.37,0.249,-0.133,0.979
92732,99618,1581446982680,2020-02-11T13.49.42.680,8531.373,0.243,-0.131,0.98
92733,99619,1581446982681,2020-02-11T13.49.42.681,8531.374,0.249,-0.117,0.982
92734,99620,1581446982684,2020-02-11T13.49.42.684,8531.377,0.277,-0.117,0.982
92735,99621,1581446982687,2020-02-11T13.49.42.687,8531.38,0.29,-0.101,0.983
92736,99622,1581446982690,2020-02-11T13.49.42.690,8531.383,0.28600000000000003,-0.073,0.99
92737,99623,1581446982691,2020-02-11T13.49.42.691,8531.384,0.28,-0.064,0.983
92738,99624,1581446982694,2020-02-11T13.49.42.694,8531.386999999999,0.271,-0.081,0.969
92739,99625,1581446982697,2020-02-11T13.49.42.697,8531.39,0.252,-0.094,0.955
92740,99626,1581446982700,2020-02-11T13.49.42.700,8531.393,0.23,-0.097,0.94
92741,99627,1581446982702,2020-02-11T13.49.42.702,8531.395,0.24,-0.096,0.936
92742,99628,1581446982705,2020-02-11T13.49.42.705,8531.398000000001,0.247,-0.118,0.957
92743,99629,1581446982707,2020-02-11T13.49.42.707,8531.4,0.256,-0.127,0.963
92744,99630,1581446982709,2020-02-11T13.49.42.709,8531.402,0.255,-0.122,0.956
92745,99631,1581446982712,2020-02-11T13.49.42.712,8531.405,0.248,-0.134,0.938
92746,99632,1581446982715,2020-02-11T13.49.42.715,8531.408000000001,0.23,-0.15,0.929
92747,99633,1581446982718,2020-02-11T13.49.42.718,8531.411,0.23,-0.16,0.929
92748,99634,1581446982719,2020-02-11T13.49.42.719,8531.412,0.233,-0.172,0.932
92749,99635,1581446982722,2020-02-11T13.49.42.722,8531.415,0.21600000000000005,-0.17800000000000002,0.935
92750,99636,1581446982725,2020-02-11T13.49.42.725,8531.418,0.203,-0.203,0.928
92751,99637,1581446982726,2020-02-11T13.49.42.726,8531.419,0.214,-0.232,0.915
92752,99638,1581446982729,2020-02-11T13.49.42.729,8531.421999999999,0.222,-0.238,0.917
92753,99639,1581446982732,2020-02-11T13.49.42.732,8531.425,0.235,-0.227,0.924
92754,99640,1581446982735,2020-02-11T13.49.42.735,8531.428,0.235,-0.221,0.931
92755,99641,1581446982737,2020-02-11T13.49.42.737,8531.43,0.228,-0.218,0.939
92756,99642,1581446982740,2020-02-11T13.49.42.740,8531.433,0.214,-0.219,0.949
92757,99643,1581446982743,2020-02-11T13.49.42.743,8531.436,0.214,-0.235,0.947
92758,99644,1581446982744,2020-02-11T13.49.42.744,8531.437,0.201,-0.237,0.975
92759,99645,1581446982747,2020-02-11T13.49.42.747,8531.44,0.198,-0.229,0.987
92760,99646,1581446982750,2020-02-11T13.49.42.750,8531.443000000001,0.226,-0.222,0.965
92761,99647,1581446982753,2020-02-11T13.49.42.753,8531.446,0.261,-0.191,0.948
92762,99648,1581446982754,2020-02-11T13.49.42.754,8531.447,0.184,-0.153,0.96
92763,99649,1581446982757,2020-02-11T13.49.42.757,8531.45,0.177,-0.168,0.919
92764,99650,1581446982760,2020-02-11T13.49.42.760,8531.453000000001,0.261,-0.141,0.911
92765,99651,1581446982763,2020-02-11T13.49.42.763,8531.456,0.099,-0.185,1.043
92766,99652,1581446982765,2020-02-11T13.49.42.765,8531.458,0.123,-0.266,0.931
92767,99653,1581446982767,2020-02-11T13.49.42.767,8531.46,0.165,-0.236,0.936
